Edge_Start,CNT_CHILDREN,Target,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,AGE,YEARS_EMPLOYED,YEARS_REGISTRATION,YEARS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,YEARS_LAST_PHONE_CHANGE,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,OCCUPATION_TYPE,WEEKDAY_APPR_PROCESS_START,ORGANIZATION_TYPE
CODE_GENDER,0.002520348,0.004518695,0.003450975,0.002476524,0.002548592,0.002243638,0.002181536,0.00514893,0.002578605,0.002084878,0.002087883,0.002140732,0.003705632,0.002000913,0.002284649,0.003332615,0.00235666,0.002661508,0.002285674,0.002183223,0.002357541,0.002144167,0.002901313,0.002957999,0.002395842,0.002496984,0.002874884,0.007355257,0.0021969,0.002268021,0.002975876,0.002500581,0.002185318,0.002126578,0.002283135,0.002036453,0.002233518,0.002243665,0.002231437,0,2.813249111,0.002081771,0.002252771,0.002357924,0.002266502,0.002328665,0.002162352,0.078615263,0.002149017,0.060988627
FLAG_OWN_CAR,0.002318461,0.061908841,0.00250849,0.006347822,0.002391526,0.002021833,0.00243036,0.003152003,0.002685228,0.002419821,0.001917279,0.002296924,0.083818041,0.002474259,0.002162955,0.002439826,0.002134209,0.003330912,0.002347861,0.002119939,0.002418825,0.002161788,0.002533396,0.002248681,0.002219338,0.002184444,0.00185508,0.004459043,0.001975178,0.002213174,0.003004216,0.002486406,0.002320243,0.002384091,0.002108687,0.002100482,0.002243866,0.001929539,0.002257402,0.045257144,0,0.002139628,0.002266367,0.001957368,0.003976733,0.012981676,0.002472618,0.005123079,0.002107591,0.007630009
FLAG_OWN_REALTY,0.001949107,0.002192441,0.002237896,0.001911205,0.002515323,0.009396613,0.00189167,0.008686,0.002171198,0.002580105,0.002166909,0.001992523,0.001706332,0.006066436,0.002378985,0.002323929,0.002288359,0.002232015,0.002283431,0.00193695,0.002535918,0.00203525,0.002307315,0.002926338,0.002280805,0.002699998,0.206101358,0.002548366,0.002407106,0.002292184,0.002169619,0.002025434,0.001976393,0.002184853,0.002341983,0.002359942,0.002108338,0.002360109,0.001951332,0.002464315,0.002293437,0,0.00195064,0.002871308,0.002458185,0.002796066,0.002235529,0.002389403,0.00243841,0.002356064
NAME_TYPE_SUITE,0.0023559,0.002953268,0.002209758,0.002371658,0.002857757,0.002478783,0.002534259,0.002363948,0.002128415,0.002298178,0.002333444,0.002227242,0.002788478,0.00255182,0.00234751,0.002099129,0.002107237,0.002482158,0.002217009,0.0025799,0.002021118,0.001927836,0.001963613,0.002026222,0.002460618,0.00258155,0.002642041,0.002340059,0.00231446,0.002502574,0.002498019,0.002595785,0.002155937,0.002323552,0.002269706,0.001993739,0.002025298,0.00258862,0.002170342,0.002305445,0.002152974,0.003619815,0,0.002347439,0.003051878,0.002635643,0.002153306,0.002350879,0.002070524,0.001920431
NAME_INCOME_TYPE,0.002122587,0.00395831,0.002392123,0.002306579,0.00226546,0.002212383,0.002403579,0.002563671,0.002354446,0.002507318,0.002645524,0.002168249,0.01259097,0.005913628,0.002484563,0.002263146,0.002181126,0.005334057,0.006039345,0.002004016,0.002200259,0.002329002,0.002382455,0.002688444,0.002234042,0.002698925,0.002022965,0.002652024,0.002226546,0.001873756,0.002104568,0.002121226,0.002096154,0.002311105,0.002684314,0.002306048,0.002140219,0.002258264,0.002195215,0.002994078,0.002718432,0.002448601,0.002159275,0,0.002229922,0.00248324,0.002187149,0.005252298,0.002173348,0.009467985
NAME_EDUCATION_TYPE,0.001973539,2.769351006,0.00300313,0.007499442,0.00222695,0.002222035,0.002153965,0.352058142,0.002620496,0.002207743,0.002539809,0.002107151,0.858466983,0.00235152,0.002060801,0.002358074,0.0022672,0.00241321,0.002377244,0.002276252,0.002557379,0.002347786,0.002057653,0.002046461,0.002082359,0.001764502,0.002835099,0.002291864,0.002131469,0.001959142,0.002096954,0.002907155,0.002095649,0.002058057,0.002111239,0.002241788,0.002230272,0.002220326,0.002132603,0.002330807,0.002800058,0.002092946,0.002048594,0.002252066,0,0.003066993,0.002185128,0.00264372,0.002236778,0.002328005
NAME_FAMILY_STATUS,0.012692326,0.002744667,0.002189378,0.002842672,0.001994516,0.001899586,0.002486907,0.002539145,0.002267682,0.002066075,0.002410679,0.002001194,0.00237085,0.002289673,0.002057805,0.002087627,0.002203504,1.475026846,0.002508123,0.002432719,0.002829759,0.002194209,0.002904647,0.002986317,0.002812002,0.002334925,0.002176382,0.002553646,0.002435149,0.003769642,0.002458827,0.002644472,0.002333621,0.002220687,0.002277739,0.001813714,0.002302831,0.002121776,0.002458317,0.0025141,0.00375958,0.004821196,0.002196475,0.002193846,0.002370333,0,0.002243648,0.00231063,0.002198712,0.00225903
NAME_HOUSING_TYPE,0.002018549,0.003233101,0.002520011,0.004823663,0.002477502,0.002278266,0.002329923,1.195922732,0.002359394,0.002272551,0.00295389,0.002022285,0.003153655,0.002111315,0.002132767,0.002408493,0.002441791,0.002231591,0.002978685,0.002441589,0.002993612,0.002254488,0.002367692,0.002321226,0.002043579,0.002456741,0.002004887,0.004281435,0.002272236,0.001782508,0.002341639,0.009198671,0.002111847,0.002238552,0.00225153,0.002285671,0.002247677,0.002482187,0.002506139,0.002810872,0.003054019,2.409467697,0.002288866,0.002357471,0.002276889,0.002065867,0,0.00220324,0.002198013,0.003792616
OCCUPATION_TYPE,0.00237856,0.002600953,0.002748474,0.003050896,0.004297387,0.003077366,0.002070118,0.034517806,0.01268955,0.002648392,0.003191511,0.002268165,0.124011397,0.003408574,0.002421567,0.002251019,0.002070697,0.008393503,0.002033227,0.002250356,0.002100733,0.002450223,0.00213516,0.0021706,0.002131507,0.002365994,0.017555745,0.002240182,0.0021711,0.003653491,0.003103046,0.002470772,0.002095273,0.002309413,0.002394895,0.002246051,0.002255627,0.002129607,0.002093388,0.041928064,0.007054891,0.002651514,0.002461086,0.005135809,0.004647463,0.004167319,0.002479898,0,0.002136447,0.050483547
WEEKDAY_APPR_PROCESS_START,0.002416891,0.004999889,0.002413973,0.006908542,0.00225726,0.002295,0.002152191,0.002267576,0.002341362,0.002403791,0.002060088,0.00244265,0.002220988,0.002481977,0.002187145,0.002164227,0.002117381,0.006466088,0.002285132,0.002199417,0.002407863,0.002165832,0.002065847,0.002181056,0.00227206,0.002150622,0.002187334,0.00235669,0.0019608,0.002153468,0.002240416,0.002304874,0.001902634,0.001982664,0.002244179,0.002270014,0.002416298,0.002434929,0.002369273,0.002318061,0.002322261,0.002162644,0.001984032,0.00221988,0.002649486,0.002374951,0.002250424,0.00221991,0,0.002425197
ORGANIZATION_TYPE,0.002540755,0.002695679,0.002136361,0.001866044,0.003194944,0.002906538,0.002127467,0.069959566,0.026500903,0.002591947,0.003075196,0.002072436,1.04709506,0.005247278,0.00194688,0.00212026,0.002371994,0.002941939,0.002315486,0.002265914,0.003866295,0.002153367,0.002800809,0.00212188,0.002243161,0.002542456,0.157807767,0.002004527,0.002465646,0.002098575,0.002531957,0.002188667,0.002132106,0.001993078,0.002554726,0.00201669,0.00223404,0.002371379,0.002198881,0.722545862,0.00275815,0.002360201,0.002398012,0.013146783,0.002736239,0.00226286,0.002196563,0.047966458,0.00225754,0
