,serial number,timestamp,ID,App ID,Function,Attribute,Value,Lower bound,Upper bound
2288,124,2022-12-20 14:48:58.475426,608aa18a3c2dfd212a1a77a9,100107,select_applications,None,100107,None,None
2289,127,2022-12-20 14:49:00.100175,608aa18a3c2dfd212a1a77a9,100107,select_reject_application,fair,"[{'attribute': '106647_Owns Property', 'value': '0.046'}, {'attribute': '100005_Number of Credit Bureau enquiries 3 month before application', 'value': '0.053'}, {'attribute': '106647_Has Employee Phone', 'value': '0.049'}, {'attribute': '106647_Has Mobile', 'value': '0.039'}, {'attribute': '106647_Income', 'value': '0.052'}, {'attribute': '106647_Years in current employment', 'value': '0.063'}, {'attribute': '100005_Number of Credit Bureau enquiries 1 year before application', 'value': '0.039'}, {'attribute': '106647_Income type', 'value': '0.047'}, {'attribute': '100005_Occupation Type', 'value': '0.056'}, {'attribute': '106647_Mobile reachable', 'value': '0.039'}]",0.0,0.0
2290,136,2022-12-20 14:49:19.115129,608aa18a3c2dfd212a1a77a9,100109,select_applications,None,100109,None,None
2291,139,2022-12-20 14:49:20.418461,608aa18a3c2dfd212a1a77a9,100109,select_reject_application,fair,"[{'attribute': '106647_Owns Property', 'value': '0.046'}, {'attribute': '100005_Number of Credit Bureau enquiries 3 month before application', 'value': '0.053'}, {'attribute': '106647_Has Employee Phone', 'value': '0.049'}, {'attribute': '106647_Income', 'value': '0.052'}, {'attribute': '100107_Income type', 'value': '0.06'}, {'attribute': '100107_Family status', 'value': '0.045'}, {'attribute': '106647_Years in current employment', 'value': '0.063'}, {'attribute': '100005_Number of Credit Bureau enquiries 1 year before application', 'value': '0.039'}, {'attribute': '100005_Occupation Type', 'value': '0.056'}, {'attribute': '100107_Years since changing  identity document', 'value': '0.008'}, {'attribute': '106647_Mobile reachable', 'value': '0.039'}, {'attribute': '106647_Has Mobile', 'value': '0.039'}, {'attribute': '100107_Years in current employment', 'value': '0.056'}, {'attribute': '100107_Housing situation', 'value': '0.044'}, {'attribute': '106647_Income type', 'value': '0.047'}]",0.0,0.0
2292,149,2022-12-20 14:49:41.448517,608aa18a3c2dfd212a1a77a9,100117,select_applications,None,100117,None,None
2293,152,2022-12-20 14:49:42.933217,608aa18a3c2dfd212a1a77a9,100117,select_reject_application,fair,"[{'attribute': '106647_Owns Property', 'value': '0.046'}, {'attribute': '100005_Number of Credit Bureau enquiries 3 month before application', 'value': '0.053'}, {'attribute': '106647_Has Employee Phone', 'value': '0.049'}, {'attribute': '106647_Income', 'value': '0.052'}, {'attribute': '100107_Income type', 'value': '0.06'}, {'attribute': '100109_Years in current employment', 'value': '0.073'}, {'attribute': '100107_Family status', 'value': '0.045'}, {'attribute': '100109_Family status', 'value': '0.045'}, {'attribute': '106647_Years in current employment', 'value': '0.063'}, {'attribute': '100005_Number of Credit Bureau enquiries 1 year before application', 'value': '0.039'}, {'attribute': '100005_Occupation Type', 'value': '0.056'}, {'attribute': '100107_Years since changing  identity document', 'value': '0.008'}, {'attribute': '106647_Mobile reachable', 'value': '0.039'}, {'attribute': '100109_Housing situation', 'value': '0.043'}, {'attribute': '100109_Loan annuity', 'value': '0.073'}, {'attribute': '106647_Has Mobile', 'value': '0.039'}, {'attribute': '100107_Years in current employment', 'value': '0.056'}, {'attribute': '100109_Goods Price', 'value': '0.052'}, {'attribute': '100109_Loan Credit amount ', 'value': '0.048'}, {'attribute': '100109_Occupation Type', 'value': '0.047'}, {'attribute': '100107_Housing situation', 'value': '0.044'}, {'attribute': '106647_Income type', 'value': '0.047'}]",0.0,0.0
2294,160,2022-12-20 14:50:05.507595,608aa18a3c2dfd212a1a77a9,100128,select_applications,None,100128,None,None
2295,163,2022-12-20 14:50:06.775297,608aa18a3c2dfd212a1a77a9,100128,select_reject_application,fair,"[{'attribute': '100117_Application Day', 'value': '0'}, {'attribute': '106647_Owns Property', 'value': '0.046'}, {'attribute': '100005_Number of Credit Bureau enquiries 3 month before application', 'value': '0.053'}, {'attribute': '106647_Has Employee Phone', 'value': '0.049'}, {'attribute': '106647_Income', 'value': '0.052'}, {'attribute': '100107_Income type', 'value': '0.06'}, {'attribute': '100109_Years in current employment', 'value': '0.073'}, {'attribute': '100107_Family status', 'value': '0.045'}, {'attribute': '100109_Family status', 'value': '0.045'}, {'attribute': '106647_Years in current employment', 'value': '0.063'}, {'attribute': '100005_Number of Credit Bureau enquiries 1 year before application', 'value': '0.039'}, {'attribute': '100117_Number of children', 'value': '0.048'}, {'attribute': '100005_Occupation Type', 'value': '0.056'}, {'attribute': '100107_Years since changing  identity document', 'value': '0.008'}, {'attribute': '106647_Mobile reachable', 'value': '0.039'}, {'attribute': '100109_Housing situation', 'value': '0.043'}, {'attribute': '100109_Loan annuity', 'value': '0.073'}, {'attribute': '100117_Years in current employment', 'value': '0.073'}, {'attribute': '106647_Has Mobile', 'value': '0.039'}, {'attribute': '100107_Years in current employment', 'value': '0.056'}, {'attribute': '100109_Goods Price', 'value': '0.052'}, {'attribute': '100109_Loan Credit amount ', 'value': '0.048'}, {'attribute': '100109_Occupation Type', 'value': '0.047'}, {'attribute': '100117_Loan annuity', 'value': '0.047'}, {'attribute': '100117_Application Hour', 'value': '0'}, {'attribute': '100107_Housing situation', 'value': '0.044'}, {'attribute': '106647_Income type', 'value': '0.047'}]",0.0,0.0
2296,170,2022-12-20 14:50:28.579194,608aa18a3c2dfd212a1a77a9,100168,select_applications,None,100168,None,None
2297,173,2022-12-20 14:50:29.839287,608aa18a3c2dfd212a1a77a9,100168,select_reject_application,fair,"[{'attribute': '100117_Application Day', 'value': '0'}, {'attribute': '106647_Owns Property', 'value': '0.046'}, {'attribute': '100005_Number of Credit Bureau enquiries 3 month before application', 'value': '0.053'}, {'attribute': '100107_Income type', 'value': '0.06'}, {'attribute': '100109_Years in current employment', 'value': '0.073'}, {'attribute': '100107_Family status', 'value': '0.045'}, {'attribute': '100128_Goods Price', 'value': '0.044'}, {'attribute': '106647_Years in current employment', 'value': '0.063'}, {'attribute': '100005_Number of Credit Bureau enquiries 1 year before application', 'value': '0.039'}, {'attribute': '100005_Occupation Type', 'value': '0.056'}, {'attribute': '106647_Mobile reachable', 'value': '0.039'}, {'attribute': '100109_Housing situation', 'value': '0.043'}, {'attribute': '100117_Years in current employment', 'value': '0.073'}, {'attribute': '100128_Loan annuity', 'value': '0.05'}, {'attribute': '100107_Years in current employment', 'value': '0.056'}, {'attribute': '100109_Goods Price', 'value': '0.052'}, {'attribute': '100117_Application Hour', 'value': '0'}, {'attribute': '100109_Loan Credit amount ', 'value': '0.048'}, {'attribute': '100109_Occupation Type', 'value': '0.047'}, {'attribute': '100117_Loan annuity', 'value': '0.047'}, {'attribute': '106647_Has Employee Phone', 'value': '0.049'}, {'attribute': '106647_Income', 'value': '0.052'}, {'attribute': '100109_Family status', 'value': '0.045'}, {'attribute': '100117_Number of children', 'value': '0.048'}, {'attribute': '100107_Years since changing  identity document', 'value': '0.008'}, {'attribute': '100109_Loan annuity', 'value': '0.073'}, {'attribute': '100128_Years in current employment', 'value': '0.052'}, {'attribute': '100128_Income type', 'value': '0.061'}, {'attribute': '106647_Has Mobile', 'value': '0.039'}, {'attribute': '100107_Housing situation', 'value': '0.044'}, {'attribute': '106647_Income type', 'value': '0.047'}]",0.0,0.0
2298,177,2022-12-20 14:50:50.360540,608aa18a3c2dfd212a1a77a9,100141,select_applications,None,100141,None,None
2299,180,2022-12-20 14:50:51.543000,608aa18a3c2dfd212a1a77a9,100141,select_reject_application,fair,"[{'attribute': '100117_Application Day', 'value': '0'}, {'attribute': '106647_Owns Property', 'value': '0.046'}, {'attribute': '100005_Number of Credit Bureau enquiries 3 month before application', 'value': '0.053'}, {'attribute': '100107_Income type', 'value': '0.06'}, {'attribute': '100109_Years in current employment', 'value': '0.073'}, {'attribute': '100107_Family status', 'value': '0.045'}, {'attribute': '100128_Goods Price', 'value': '0.044'}, {'attribute': '100168_Income type', 'value': '0.056'}, {'attribute': '106647_Years in current employment', 'value': '0.063'}, {'attribute': '100005_Number of Credit Bureau enquiries 1 year before application', 'value': '0.039'}, {'attribute': '100005_Occupation Type', 'value': '0.056'}, {'attribute': '106647_Mobile reachable', 'value': '0.039'}, {'attribute': '100109_Housing situation', 'value': '0.043'}, {'attribute': '100168_Years in current employment', 'value': '0.073'}, {'attribute': '100117_Years in current employment', 'value': '0.073'}, {'attribute': '100128_Loan annuity', 'value': '0.05'}, {'attribute': '100107_Years in current employment', 'value': '0.056'}, {'attribute': '100109_Goods Price', 'value': '0.052'}, {'attribute': '100117_Application Hour', 'value': '0'}, {'attribute': '100109_Loan Credit amount ', 'value': '0.048'}, {'attribute': '100109_Occupation Type', 'value': '0.047'}, {'attribute': '100117_Loan annuity', 'value': '0.047'}, {'attribute': '106647_Has Employee Phone', 'value': '0.049'}, {'attribute': '106647_Income', 'value': '0.052'}, {'attribute': '100109_Family status', 'value': '0.045'}, {'attribute': '100117_Number of children', 'value': '0.048'}, {'attribute': '100107_Years since changing  identity document', 'value': '0.008'}, {'attribute': '100109_Loan annuity', 'value': '0.073'}, {'attribute': '100128_Years in current employment', 'value': '0.052'}, {'attribute': '100128_Income type', 'value': '0.061'}, {'attribute': '106647_Has Mobile', 'value': '0.039'}, {'attribute': '100107_Housing situation', 'value': '0.044'}, {'attribute': '106647_Income type', 'value': '0.047'}]",0.0,0.0
2300,190,2022-12-20 14:51:16.765348,608aa18a3c2dfd212a1a77a9,100150,select_applications,None,100150,None,None
2301,193,2022-12-20 14:51:23.261703,608aa18a3c2dfd212a1a77a9,100150,select_reject_application,fair,"[{'attribute': '100117_Application Day', 'value': '0'}, {'attribute': '106647_Owns Property', 'value': '0.046'}, {'attribute': '100005_Number of Credit Bureau enquiries 3 month before application', 'value': '0.053'}, {'attribute': '100107_Income type', 'value': '0.06'}, {'attribute': '100109_Years in current employment', 'value': '0.073'}, {'attribute': '100107_Family status', 'value': '0.045'}, {'attribute': '100128_Goods Price', 'value': '0.044'}, {'attribute': '100168_Income type', 'value': '0.056'}, {'attribute': '106647_Years in current employment', 'value': '0.063'}, {'attribute': '100005_Number of Credit Bureau enquiries 1 year before application', 'value': '0.039'}, {'attribute': '100141_Owns Property', 'value': '0.051'}, {'attribute': '100005_Occupation Type', 'value': '0.056'}, {'attribute': '106647_Mobile reachable', 'value': '0.039'}, {'attribute': '100109_Housing situation', 'value': '0.043'}, {'attribute': '100168_Years in current employment', 'value': '0.073'}, {'attribute': '100117_Years in current employment', 'value': '0.073'}, {'attribute': '100128_Loan annuity', 'value': '0.05'}, {'attribute': '100107_Years in current employment', 'value': '0.056'}, {'attribute': '100109_Goods Price', 'value': '0.052'}, {'attribute': '100117_Application Hour', 'value': '0'}, {'attribute': '100109_Loan Credit amount ', 'value': '0.048'}, {'attribute': '100109_Occupation Type', 'value': '0.047'}, {'attribute': '100117_Loan annuity', 'value': '0.047'}, {'attribute': '100141_Family status', 'value': '0.037'}, {'attribute': '100141_Housing situation', 'value': '0.051'}, {'attribute': '100141_Number of children', 'value': '0.046'}, {'attribute': '106647_Has Employee Phone', 'value': '0.049'}, {'attribute': '106647_Income', 'value': '0.052'}, {'attribute': '100109_Family status', 'value': '0.045'}, {'attribute': '100141_Occupation Type', 'value': '0.058'}, {'attribute': '100117_Number of children', 'value': '0.048'}, {'attribute': '100107_Years since changing  identity document', 'value': '0.008'}, {'attribute': '100109_Loan annuity', 'value': '0.073'}, {'attribute': '100128_Years in current employment', 'value': '0.052'}, {'attribute': '100128_Income type', 'value': '0.061'}, {'attribute': '100141_Loan annuity', 'value': '0.053'}, {'attribute': '106647_Has Mobile', 'value': '0.039'}, {'attribute': '100107_Housing situation', 'value': '0.044'}, {'attribute': '106647_Income type', 'value': '0.047'}]",0.0,0.0
2302,199,2022-12-20 14:51:42.699976,608aa18a3c2dfd212a1a77a9,100169,select_applications,None,100169,None,None
2303,202,2022-12-20 14:51:43.863106,608aa18a3c2dfd212a1a77a9,100169,select_reject_application,fair,"[{'attribute': '100117_Application Day', 'value': '0'}, {'attribute': '106647_Owns Property', 'value': '0.046'}, {'attribute': '100005_Number of Credit Bureau enquiries 3 month before application', 'value': '0.053'}, {'attribute': '100107_Income type', 'value': '0.06'}, {'attribute': '100109_Years in current employment', 'value': '0.073'}, {'attribute': '100107_Family status', 'value': '0.045'}, {'attribute': '100128_Goods Price', 'value': '0.044'}, {'attribute': '100168_Income type', 'value': '0.056'}, {'attribute': '106647_Years in current employment', 'value': '0.063'}, {'attribute': '100005_Number of Credit Bureau enquiries 1 year before application', 'value': '0.039'}, {'attribute': '100141_Owns Property', 'value': '0.051'}, {'attribute': '100005_Occupation Type', 'value': '0.056'}, {'attribute': '106647_Mobile reachable', 'value': '0.039'}, {'attribute': '100109_Housing situation', 'value': '0.043'}, {'attribute': '100168_Years in current employment', 'value': '0.073'}, {'attribute': '100150_Loan Credit amount ', 'value': '0.04'}, {'attribute': '100117_Years in current employment', 'value': '0.073'}, {'attribute': '100128_Loan annuity', 'value': '0.05'}, {'attribute': '100107_Years in current employment', 'value': '0.056'}, {'attribute': '100109_Goods Price', 'value': '0.052'}, {'attribute': '100117_Application Hour', 'value': '0'}, {'attribute': '100150_Income type', 'value': '0.057'}, {'attribute': '100109_Loan Credit amount ', 'value': '0.048'}, {'attribute': '100109_Occupation Type', 'value': '0.047'}, {'attribute': '100117_Loan annuity', 'value': '0.047'}, {'attribute': '100150_Years in current employment', 'value': '0.052'}, {'attribute': '100141_Family status', 'value': '0.037'}, {'attribute': '100141_Housing situation', 'value': '0.051'}, {'attribute': '100141_Number of children', 'value': '0.046'}, {'attribute': '106647_Has Employee Phone', 'value': '0.049'}, {'attribute': '106647_Income', 'value': '0.052'}, {'attribute': '100150_Number of times social circle defaulted on loan for 30 days', 'value': '0.047'}, {'attribute': '100109_Family status', 'value': '0.045'}, {'attribute': '100141_Occupation Type', 'value': '0.058'}, {'attribute': '100117_Number of children', 'value': '0.048'}, {'attribute': '100107_Years since changing  identity document', 'value': '0.008'}, {'attribute': '100109_Loan annuity', 'value': '0.073'}, {'attribute': '100128_Years in current employment', 'value': '0.052'}, {'attribute': '100128_Income type', 'value': '0.061'}, {'attribute': '100141_Loan annuity', 'value': '0.053'}, {'attribute': '106647_Has Mobile', 'value': '0.039'}, {'attribute': '100107_Housing situation', 'value': '0.044'}, {'attribute': '106647_Income type', 'value': '0.047'}]",0.0,0.0
2304,208,2022-12-20 14:52:04.796550,608aa18a3c2dfd212a1a77a9,100170,select_applications,None,100170,None,None
2305,212,2022-12-20 14:52:12.782679,608aa18a3c2dfd212a1a77a9,100170,select_reject_application,unfair,"[{'attribute': '100117_Application Day', 'value': '0'}, {'attribute': '106647_Owns Property', 'value': '0.046'}, {'attribute': '100005_Number of Credit Bureau enquiries 3 month before application', 'value': '0.053'}, {'attribute': '100107_Income type', 'value': '0.06'}, {'attribute': '100109_Years in current employment', 'value': '0.073'}, {'attribute': '100107_Family status', 'value': '0.045'}, {'attribute': '100128_Goods Price', 'value': '0.044'}, {'attribute': '100168_Income type', 'value': '0.056'}, {'attribute': '106647_Years in current employment', 'value': '0.063'}, {'attribute': '100005_Number of Credit Bureau enquiries 1 year before application', 'value': '0.039'}, {'attribute': '100141_Owns Property', 'value': '0.051'}, {'attribute': '100005_Occupation Type', 'value': '0.056'}, {'attribute': '106647_Mobile reachable', 'value': '0.039'}, {'attribute': '100109_Housing situation', 'value': '0.043'}, {'attribute': '100168_Years in current employment', 'value': '0.073'}, {'attribute': '100150_Loan Credit amount ', 'value': '0.04'}, {'attribute': '100117_Years in current employment', 'value': '0.073'}, {'attribute': '100128_Loan annuity', 'value': '0.05'}, {'attribute': '100107_Years in current employment', 'value': '0.056'}, {'attribute': '100109_Goods Price', 'value': '0.052'}, {'attribute': '100117_Application Hour', 'value': '0'}, {'attribute': '100150_Income type', 'value': '0.057'}, {'attribute': '100109_Loan Credit amount ', 'value': '0.048'}, {'attribute': '100109_Occupation Type', 'value': '0.047'}, {'attribute': '100117_Loan annuity', 'value': '0.047'}, {'attribute': '100169_Years in current employment', 'value': '0.06'}, {'attribute': '100150_Years in current employment', 'value': '0.052'}, {'attribute': '100141_Family status', 'value': '0.037'}, {'attribute': '100141_Housing situation', 'value': '0.051'}, {'attribute': '100141_Number of children', 'value': '0.046'}, {'attribute': '106647_Has Employee Phone', 'value': '0.049'}, {'attribute': '106647_Income', 'value': '0.052'}, {'attribute': '100150_Number of times social circle defaulted on loan for 30 days', 'value': '0.047'}, {'attribute': '100109_Family status', 'value': '0.045'}, {'attribute': '100141_Occupation Type', 'value': '0.058'}, {'attribute': '100117_Number of children', 'value': '0.048'}, {'attribute': '100107_Years since changing  identity document', 'value': '0.008'}, {'attribute': '100109_Loan annuity', 'value': '0.073'}, {'attribute': '100128_Years in current employment', 'value': '0.052'}, {'attribute': '100128_Income type', 'value': '0.061'}, {'attribute': '100141_Loan annuity', 'value': '0.053'}, {'attribute': '106647_Has Mobile', 'value': '0.039'}, {'attribute': '100107_Housing situation', 'value': '0.044'}, {'attribute': '100169_Income type', 'value': '0.051'}, {'attribute': '100169_Loan Credit amount ', 'value': '0.057'}, {'attribute': '106647_Income type', 'value': '0.047'}]",0.0,0.0
2306,219,2022-12-20 14:52:35.210848,608aa18a3c2dfd212a1a77a9,100171,select_applications,None,100171,None,None
2307,222,2022-12-20 14:52:39.110015,608aa18a3c2dfd212a1a77a9,100171,select_reject_application,unfair,"[{'attribute': '100117_Application Day', 'value': '0'}, {'attribute': '106647_Owns Property', 'value': '0.046'}, {'attribute': '100005_Number of Credit Bureau enquiries 3 month before application', 'value': '0.053'}, {'attribute': '100107_Income type', 'value': '0.06'}, {'attribute': '100109_Years in current employment', 'value': '0.073'}, {'attribute': '100107_Family status', 'value': '0.045'}, {'attribute': '100128_Goods Price', 'value': '0.044'}, {'attribute': '100168_Income type', 'value': '0.056'}, {'attribute': '106647_Years in current employment', 'value': '0.063'}, {'attribute': '100005_Number of Credit Bureau enquiries 1 year before application', 'value': '0.039'}, {'attribute': '100141_Owns Property', 'value': '0.051'}, {'attribute': '100170_Family status', 'value': '0.041'}, {'attribute': '100005_Occupation Type', 'value': '0.056'}, {'attribute': '106647_Mobile reachable', 'value': '0.039'}, {'attribute': '100109_Housing situation', 'value': '0.043'}, {'attribute': '100168_Years in current employment', 'value': '0.073'}, {'attribute': '100150_Loan Credit amount ', 'value': '0.04'}, {'attribute': '100117_Years in current employment', 'value': '0.073'}, {'attribute': '100128_Loan annuity', 'value': '0.05'}, {'attribute': '100170_Occupation Type', 'value': '0.064'}, {'attribute': '100107_Years in current employment', 'value': '0.056'}, {'attribute': '100109_Goods Price', 'value': '0.052'}, {'attribute': '100117_Application Hour', 'value': '0'}, {'attribute': '100150_Income type', 'value': '0.057'}, {'attribute': '100109_Loan Credit amount ', 'value': '0.048'}, {'attribute': '100109_Occupation Type', 'value': '0.047'}, {'attribute': '100117_Loan annuity', 'value': '0.047'}, {'attribute': '100169_Years in current employment', 'value': '0.06'}, {'attribute': '100150_Years in current employment', 'value': '0.052'}, {'attribute': '100141_Family status', 'value': '0.037'}, {'attribute': '100141_Housing situation', 'value': '0.051'}, {'attribute': '100170_Housing situation', 'value': '0.061'}, {'attribute': '100141_Number of children', 'value': '0.046'}, {'attribute': '100170_Income type', 'value': '0.05'}, {'attribute': '106647_Has Employee Phone', 'value': '0.049'}, {'attribute': '106647_Income', 'value': '0.052'}, {'attribute': '100150_Number of times social circle defaulted on loan for 30 days', 'value': '0.047'}, {'attribute': '100109_Family status', 'value': '0.045'}, {'attribute': '100141_Occupation Type', 'value': '0.058'}, {'attribute': '100117_Number of children', 'value': '0.048'}, {'attribute': '100107_Years since changing  identity document', 'value': '0.008'}, {'attribute': '100109_Loan annuity', 'value': '0.073'}, {'attribute': '100128_Years in current employment', 'value': '0.052'}, {'attribute': '100128_Income type', 'value': '0.061'}, {'attribute': '100141_Loan annuity', 'value': '0.053'}, {'attribute': '106647_Has Mobile', 'value': '0.039'}, {'attribute': '100107_Housing situation', 'value': '0.044'}, {'attribute': '100169_Income type', 'value': '0.051'}, {'attribute': '100169_Loan Credit amount ', 'value': '0.057'}, {'attribute': '106647_Income type', 'value': '0.047'}]",0.0,0.0
2308,236,2022-12-20 14:53:13.757327,608aa18a3c2dfd212a1a77a9,100172,select_applications,None,100172,None,None
2309,239,2022-12-20 14:53:19.736621,608aa18a3c2dfd212a1a77a9,100172,select_reject_application,fair,"[{'attribute': '100117_Application Day', 'value': '0'}, {'attribute': '106647_Owns Property', 'value': '0.046'}, {'attribute': '100005_Number of Credit Bureau enquiries 3 month before application', 'value': '0.053'}, {'attribute': '100107_Income type', 'value': '0.06'}, {'attribute': '100109_Years in current employment', 'value': '0.073'}, {'attribute': '100107_Family status', 'value': '0.045'}, {'attribute': '100128_Goods Price', 'value': '0.044'}, {'attribute': '100168_Income type', 'value': '0.056'}, {'attribute': '106647_Years in current employment', 'value': '0.063'}, {'attribute': '100005_Number of Credit Bureau enquiries 1 year before application', 'value': '0.039'}, {'attribute': '100141_Owns Property', 'value': '0.051'}, {'attribute': '100171_Loan Credit amount ', 'value': '0.041'}, {'attribute': '100170_Family status', 'value': '0.041'}, {'attribute': '100005_Occupation Type', 'value': '0.056'}, {'attribute': '106647_Mobile reachable', 'value': '0.039'}, {'attribute': '100109_Housing situation', 'value': '0.043'}, {'attribute': '100168_Years in current employment', 'value': '0.073'}, {'attribute': '100150_Loan Credit amount ', 'value': '0.04'}, {'attribute': '100117_Years in current employment', 'value': '0.073'}, {'attribute': '100128_Loan annuity', 'value': '0.05'}, {'attribute': '100170_Occupation Type', 'value': '0.064'}, {'attribute': '100107_Years in current employment', 'value': '0.056'}, {'attribute': '100109_Goods Price', 'value': '0.052'}, {'attribute': '100117_Application Hour', 'value': '0'}, {'attribute': '100171_Years in current employment', 'value': '0.073'}, {'attribute': '100150_Income type', 'value': '0.057'}, {'attribute': '100109_Loan Credit amount ', 'value': '0.048'}, {'attribute': '100171_Goods Price', 'value': '0.036'}, {'attribute': '100109_Occupation Type', 'value': '0.047'}, {'attribute': '100117_Loan annuity', 'value': '0.047'}, {'attribute': '100169_Years in current employment', 'value': '0.06'}, {'attribute': '100150_Years in current employment', 'value': '0.052'}, {'attribute': '100141_Family status', 'value': '0.037'}, {'attribute': '100141_Housing situation', 'value': '0.051'}, {'attribute': '100170_Housing situation', 'value': '0.061'}, {'attribute': '100141_Number of children', 'value': '0.046'}, {'attribute': '100170_Income type', 'value': '0.05'}, {'attribute': '106647_Has Employee Phone', 'value': '0.049'}, {'attribute': '106647_Income', 'value': '0.052'}, {'attribute': '100171_Loan annuity', 'value': '0.045'}, {'attribute': '100150_Number of times social circle defaulted on loan for 30 days', 'value': '0.047'}, {'attribute': '100171_Application Hour', 'value': '0.001'}, {'attribute': '100109_Family status', 'value': '0.045'}, {'attribute': '100141_Occupation Type', 'value': '0.058'}, {'attribute': '100171_Number of children', 'value': '0.052'}, {'attribute': '100117_Number of children', 'value': '0.048'}, {'attribute': '100107_Years since changing  identity document', 'value': '0.008'}, {'attribute': '100109_Loan annuity', 'value': '0.073'}, {'attribute': '100128_Years in current employment', 'value': '0.052'}, {'attribute': '100128_Income type', 'value': '0.061'}, {'attribute': '100141_Loan annuity', 'value': '0.053'}, {'attribute': '100171_Application Day', 'value': '0.001'}, {'attribute': '106647_Has Mobile', 'value': '0.039'}, {'attribute': '100171_Income type', 'value': '0.059'}, {'attribute': '100107_Housing situation', 'value': '0.044'}, {'attribute': '100169_Income type', 'value': '0.051'}, {'attribute': '100169_Loan Credit amount ', 'value': '0.057'}, {'attribute': '106647_Income type', 'value': '0.047'}]",0.0,0.0
2310,244,2022-12-20 14:53:30.683547,608aa18a3c2dfd212a1a77a9,100184,select_applications,None,100184,None,None
2311,246,2022-12-20 14:53:35.581483,608aa18a3c2dfd212a1a77a9,100184,select_reject_application,unfair,"[{'attribute': '100117_Application Day', 'value': '0'}, {'attribute': '106647_Owns Property', 'value': '0.046'}, {'attribute': '100005_Number of Credit Bureau enquiries 3 month before application', 'value': '0.053'}, {'attribute': '100107_Income type', 'value': '0.06'}, {'attribute': '100109_Years in current employment', 'value': '0.073'}, {'attribute': '100107_Family status', 'value': '0.045'}, {'attribute': '100128_Goods Price', 'value': '0.044'}, {'attribute': '100168_Income type', 'value': '0.056'}, {'attribute': '106647_Years in current employment', 'value': '0.063'}, {'attribute': '100005_Number of Credit Bureau enquiries 1 year before application', 'value': '0.039'}, {'attribute': '100141_Owns Property', 'value': '0.051'}, {'attribute': '100171_Loan Credit amount ', 'value': '0.041'}, {'attribute': '100170_Family status', 'value': '0.041'}, {'attribute': '100005_Occupation Type', 'value': '0.056'}, {'attribute': '106647_Mobile reachable', 'value': '0.039'}, {'attribute': '100109_Housing situation', 'value': '0.043'}, {'attribute': '100168_Years in current employment', 'value': '0.073'}, {'attribute': '100150_Loan Credit amount ', 'value': '0.04'}, {'attribute': '100117_Years in current employment', 'value': '0.073'}, {'attribute': '100128_Loan annuity', 'value': '0.05'}, {'attribute': '100170_Occupation Type', 'value': '0.064'}, {'attribute': '100107_Years in current employment', 'value': '0.056'}, {'attribute': '100109_Goods Price', 'value': '0.052'}, {'attribute': '100117_Application Hour', 'value': '0'}, {'attribute': '100171_Years in current employment', 'value': '0.073'}, {'attribute': '100150_Income type', 'value': '0.057'}, {'attribute': '100109_Loan Credit amount ', 'value': '0.048'}, {'attribute': '100171_Goods Price', 'value': '0.036'}, {'attribute': '100109_Occupation Type', 'value': '0.047'}, {'attribute': '100117_Loan annuity', 'value': '0.047'}, {'attribute': '100169_Years in current employment', 'value': '0.06'}, {'attribute': '100150_Years in current employment', 'value': '0.052'}, {'attribute': '100141_Family status', 'value': '0.037'}, {'attribute': '100141_Housing situation', 'value': '0.051'}, {'attribute': '100170_Housing situation', 'value': '0.061'}, {'attribute': '100141_Number of children', 'value': '0.046'}, {'attribute': '100170_Income type', 'value': '0.05'}, {'attribute': '106647_Has Employee Phone', 'value': '0.049'}, {'attribute': '106647_Income', 'value': '0.052'}, {'attribute': '100171_Loan annuity', 'value': '0.045'}, {'attribute': '100150_Number of times social circle defaulted on loan for 30 days', 'value': '0.047'}, {'attribute': '100171_Application Hour', 'value': '0.001'}, {'attribute': '100109_Family status', 'value': '0.045'}, {'attribute': '100141_Occupation Type', 'value': '0.058'}, {'attribute': '100171_Number of children', 'value': '0.052'}, {'attribute': '100117_Number of children', 'value': '0.048'}, {'attribute': '100107_Years since changing  identity document', 'value': '0.008'}, {'attribute': '100109_Loan annuity', 'value': '0.073'}, {'attribute': '100128_Years in current employment', 'value': '0.052'}, {'attribute': '100128_Income type', 'value': '0.061'}, {'attribute': '100141_Loan annuity', 'value': '0.053'}, {'attribute': '100171_Application Day', 'value': '0.001'}, {'attribute': '106647_Has Mobile', 'value': '0.039'}, {'attribute': '100171_Income type', 'value': '0.059'}, {'attribute': '100172_Years in current employment', 'value': '0.046'}, {'attribute': '100107_Housing situation', 'value': '0.044'}, {'attribute': '100169_Income type', 'value': '0.051'}, {'attribute': '100169_Loan Credit amount ', 'value': '0.057'}, {'attribute': '106647_Income type', 'value': '0.047'}]",0.0,0.0
2312,256,2022-12-20 14:53:55.942752,608aa18a3c2dfd212a1a77a9,100187,select_applications,None,100187,None,None
